zone_id,h3_cell,resolution,island,version,data_source,provenance
GOV_130,875d13c06ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 130 polygon
GOV_131,875d13cd4ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 131 polygon
GOV_132,875d13c1bffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 132 polygon
GOV_133,875d131a2ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 133 polygon
GOV_134,875d13c22ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 134 polygon
GOV_135,875d13c35ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 135 polygon
GOV_136,875d13112ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 136 polygon
GOV_137,875d13cd4ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 137 polygon
GOV_138,875d13110ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 138 polygon
GOV_139,875d1388bffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 139 polygon
GOV_140,875d1388bffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 140 polygon
GOV_141,875d13c25ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 141 polygon
GOV_142,875d13c13ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 142 polygon
GOV_143,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 143 polygon
GOV_144,875d13c10ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 144 polygon
GOV_145,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 145 polygon
GOV_146,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 146 polygon
GOV_147,875d13110ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 147 polygon
GOV_148,875d13116ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 148 polygon
GOV_149,875d13132ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 149 polygon
GOV_150,875d13c35ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 150 polygon
GOV_151,875d13c26ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 151 polygon
GOV_152,875d138c0ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 152 polygon
GOV_153,875d138d4ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 153 polygon
GOV_154,875d138d1ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 154 polygon
GOV_155,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 155 polygon
GOV_156,875d13c14ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 156 polygon
GOV_157,875d1356dffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 157 polygon
GOV_158,875d131a4ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 158 polygon
GOV_159,875d131a6ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 159 polygon
GOV_160,875d131a6ffffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 160 polygon
GOV_161,875d1319affffff,7,hawaii,2026.01,Govt land centroid 2026,Centroid res7 from govt land objectid 161 polygon
