objectid,fid_hi_wetlands,attribute,acres,wetland_type,status
3877,7899,E2US/ABM,0.60058047,"Estuarine and Marine Wetland",Digital
3878,7900,E2US/SS3N,21.44395138,"Estuarine and Marine Wetland",Digital
3879,7901,E2USN,0.7667393,"Estuarine and Marine Wetland",Digital
3880,7902,E2USN,4.68020136,"Estuarine and Marine Wetland",Digital
3881,7903,E2USN,0.27202477,"Estuarine and Marine Wetland",Digital
3882,7904,E2USN,0.33977529,"Estuarine and Marine Wetland",Digital
3883,7905,E2USN,0.46134368,"Estuarine and Marine Wetland",Digital
3884,7906,E2USN,1.00036714,"Estuarine and Marine Wetland",Digital
3885,7907,E2USN,1.26048811,"Estuarine and Marine Wetland",Digital
3886,7908,E2USN,1.3906502,"Estuarine and Marine Wetland",Digital
3887,7909,E2USN,0.08071067,"Estuarine and Marine Wetland",Digital
3888,7910,E2USN,0.23044105,"Estuarine and Marine Wetland",Digital
3889,7911,E2USN,0.3207129,"Estuarine and Marine Wetland",Digital
3890,7912,E2USN,0.48728701,"Estuarine and Marine Wetland",Digital
3891,7913,E2USN,0.16771518,"Estuarine and Marine Wetland",Digital
3892,7914,E2USN,0.31215383,"Estuarine and Marine Wetland",Digital
3893,7915,L1UBHx,35.03177766,"Lake",Digital
3894,7916,L2USAx,8.27922295,"Lake",Digital
3895,7917,L2USCx,2.94316937,"Lake",Digital
3896,7918,M1RF1L,245.04761006,"Estuarine and Marine Deepwater",Digital
3897,7919,M1RF1L,0.03574051,"Estuarine and Marine Deepwater",Digital
3898,7920,M1RF1L,1.20924999,"Estuarine and Marine Deepwater",Digital
3899,7921,M1RF1L,7488.50948334,"Estuarine and Marine Deepwater",Digital
3900,7922,M1UBL,156.04729118,"Estuarine and Marine Deepwater",Digital
3901,7923,M1UBL,207.48230873,"Estuarine and Marine Deepwater",Digital
3902,7924,M1UBL,0.06286449,"Estuarine and Marine Deepwater",Digital
3903,7925,M1UBL,219.87189633,"Estuarine and Marine Deepwater",Digital
3904,7926,M1UBLx,1490.76556819,"Estuarine and Marine Deepwater",Digital
3905,7927,M2ABM,0.50848335,"Estuarine and Marine Wetland",Digital
3906,7928,M2RF1/USN,130.3000362,"Estuarine and Marine Wetland",Digital
3907,7929,M2RS/ABN,0.20792165,"Estuarine and Marine Wetland",Digital
3908,7930,M2RS/ABN,0.264012,"Estuarine and Marine Wetland",Digital
3909,7931,M2RS/ABN,0.08654343,"Estuarine and Marine Wetland",Digital
3910,7932,M2RSN,0.2385659,"Estuarine and Marine Wetland",Digital
3911,7933,M2RSN,0.21795788,"Estuarine and Marine Wetland",Digital
3912,7934,M2RSN,0.29866309,"Estuarine and Marine Wetland",Digital
3913,7935,M2RSN,0.1049965,"Estuarine and Marine Wetland",Digital
3914,7936,M2RSN,0.0230738,"Estuarine and Marine Wetland",Digital
3915,7937,M2RSN,0.01647869,"Estuarine and Marine Wetland",Digital
3916,7938,M2RSN,0.07350383,"Estuarine and Marine Wetland",Digital
3917,7939,M2RSP,0.25672156,"Estuarine and Marine Wetland",Digital
3918,7940,M2RSP,0.22798398,"Estuarine and Marine Wetland",Digital
3919,7941,M2RSP,0.0673459,"Estuarine and Marine Wetland",Digital
3920,7942,M2US/ABM,0.37876006,"Estuarine and Marine Wetland",Digital
3921,7943,M2US/ABM,0.1187727,"Estuarine and Marine Wetland",Digital
3922,7944,M2US/ABM,156.65147798,"Estuarine and Marine Wetland",Digital
3923,7945,M2USN,0.16867911,"Estuarine and Marine Wetland",Digital
3924,7946,M2USN,0.88584001,"Estuarine and Marine Wetland",Digital
3925,7947,M2USN,0.45107919,"Estuarine and Marine Wetland",Digital
3926,7948,M2USN,0.57627392,"Estuarine and Marine Wetland",Digital
3927,7949,M2USN,0.33806054,"Estuarine and Marine Wetland",Digital
3928,7950,M2USN,0.00905147,"Estuarine and Marine Wetland",Digital
3929,7951,M2USN,0.16752525,"Estuarine and Marine Wetland",Digital
3930,7952,M2USN,1.34857742,"Estuarine and Marine Wetland",Digital
3931,7953,M2USN,0.09732615,"Estuarine and Marine Wetland",Digital
3932,7954,M2USN,0.06385097,"Estuarine and Marine Wetland",Digital
3933,7955,M2USN,0.04162792,"Estuarine and Marine Wetland",Digital
3934,7956,M2USN,0.01137578,"Estuarine and Marine Wetland",Digital
3935,7957,M2USN,0.02582912,"Estuarine and Marine Wetland",Digital
3936,7958,M2USN,0.42230396,"Estuarine and Marine Wetland",Digital
3937,7959,M2USN,0.04315065,"Estuarine and Marine Wetland",Digital
3938,7960,M2USN,0.02286969,"Estuarine and Marine Wetland",Digital
3939,7961,M2USN,0.59628717,"Estuarine and Marine Wetland",Digital
3940,7962,M2USN,15.87186575,"Estuarine and Marine Wetland",Digital
3941,7963,M2USP,0.22327946,"Estuarine and Marine Wetland",Digital
3942,7964,PABFx,0.31434137,"Freshwater Pond",Digital
3943,7965,PABFx,0.22228394,"Freshwater Pond",Digital
3944,7966,PABHx,4.45534482,"Freshwater Pond",Digital
3945,7967,PEM1/SS3Ch,0.27551059,"Freshwater Emergent Wetland",Digital
3946,7968,PEM1/SS3Cx,0.22284399,"Freshwater Emergent Wetland",Digital
3947,7969,PEM1/USCx,12.63802072,"Freshwater Emergent Wetland",Digital
3948,7970,PEM1Ch,0.25731691,"Freshwater Emergent Wetland",Digital
3949,7971,PEM1Cx,0.97843513,"Freshwater Emergent Wetland",Digital
3950,7972,PEM1Cx,1.10582814,"Freshwater Emergent Wetland",Digital
3951,7973,PEM1Cx,21.9528733,"Freshwater Emergent Wetland",Digital
3952,7974,PEM1Cx,1.98940226,"Freshwater Emergent Wetland",Digital
3953,7975,PEM1Cx,0.10007008,"Freshwater Emergent Wetland",Digital
3954,7976,PEM1Cx,2.88540648,"Freshwater Emergent Wetland",Digital
3955,7977,PEM1Cx,0.83267385,"Freshwater Emergent Wetland",Digital
3956,7978,PEM1Cx,2.18992766,"Freshwater Emergent Wetland",Digital
3957,7979,PEM1Fh,0.62724145,"Freshwater Emergent Wetland",Digital
3958,7980,PEM1Fx,3.58874276,"Freshwater Emergent Wetland",Digital
3959,7981,PEM1Fx,0.68971276,"Freshwater Emergent Wetland",Digital
3960,7982,PEM1Kx,3.94190189,"Freshwater Emergent Wetland",Digital
3961,7983,PFO3Ch,1.20454222,"Freshwater Forested/Shrub Wetland",Digital
3962,7984,PFO3Cx,0.24868912,"Freshwater Forested/Shrub Wetland",Digital
3963,7985,PSS3/EM1Cx,0.23625685,"Freshwater Forested/Shrub Wetland",Digital
3964,7986,PSS3C,0.07660803,"Freshwater Forested/Shrub Wetland",Digital
3965,7987,PSS3C,0.21717578,"Freshwater Forested/Shrub Wetland",Digital
3966,7988,PSS3Cx,0.17922578,"Freshwater Forested/Shrub Wetland",Digital
3967,7989,PSS3K,2.78829906,"Freshwater Forested/Shrub Wetland",Digital
3968,7990,PSS3Kx,2.06775685,"Freshwater Forested/Shrub Wetland",Digital
3969,7991,PSSC,0.17844373,"Freshwater Forested/Shrub Wetland",Digital
3970,7992,PUBFx,0.13838478,"Freshwater Pond",Digital
3971,7993,PUBHh,0.06022955,"Freshwater Pond",Digital
3972,7994,PUBHx,0.79259507,"Freshwater Pond",Digital
3973,7995,PUBHx,1.50771823,"Freshwater Pond",Digital
3974,7996,PUBHx,0.98614068,"Freshwater Pond",Digital
3975,7997,PUBHx,2.30212573,"Freshwater Pond",Digital
3976,7998,PUBHx,3.85853907,"Freshwater Pond",Digital
3977,7999,PUBHx,2.01532955,"Freshwater Pond",Digital
3978,8000,PUBHx,0.93497874,"Freshwater Pond",Digital
3979,8001,PUBHx,1.14846263,"Freshwater Pond",Digital
3980,8002,PUBHx,4.85996811,"Freshwater Pond",Digital
3981,8003,PUBHx,4.57620956,"Freshwater Pond",Digital
3982,8004,PUBHx,2.37675707,"Freshwater Pond",Digital
3983,8005,PUBHx,2.54051424,"Freshwater Pond",Digital
3984,8006,PUBHx,1.78333173,"Freshwater Pond",Digital
3985,8007,PUBHx,7.21124102,"Freshwater Pond",Digital
3986,8008,PUBHx,3.83005022,"Freshwater Pond",Digital
3987,8009,PUBHx,0.36544831,"Freshwater Pond",Digital
3988,8010,PUBHx,0.44177478,"Freshwater Pond",Digital
3989,8011,PUBHx,0.27497965,"Freshwater Pond",Digital
3990,8012,PUBHx,1.27836452,"Freshwater Pond",Digital
3991,8013,PUBHx,1.93315037,"Freshwater Pond",Digital
3992,8014,PUBHx,0.82962922,"Freshwater Pond",Digital
3993,8015,PUBHx,0.02052753,"Freshwater Pond",Digital
3994,8016,PUBKx,1.93661927,"Freshwater Pond",Digital
3995,8017,PUSCx,0.56757383,"Freshwater Pond",Digital
3996,8018,PUSCx,7.66707271,"Freshwater Pond",Digital
3997,8019,PUSKx,4.19464368,"Freshwater Pond",Digital
3998,8020,R2UBHx,1.69154174,"Riverine",Digital
3999,8021,R4SBC,0.15667216,"Riverine",Digital
4000,8022,R4SBC,1.0531195,"Riverine",Digital
4001,8023,R4SBC,0.47856081,"Riverine",Digital
4002,8024,R4SBC,1.39109523,"Riverine",Digital
4003,8025,R4SBCx,0.3935565,"Riverine",Digital
4004,8026,R4SBCx,0.04088029,"Riverine",Digital
4005,8027,R4SBCx,7.31568089,"Riverine",Digital
4006,8028,R5UBFx,0.46809746,"Riverine",Digital
4007,8029,R5UBFx,0.20899519,"Riverine",Digital
4008,8030,R5UBFx,0.13961031,"Riverine",Digital
4009,8031,R5UBFx,0.04836597,"Riverine",Digital
4010,8032,R5UBFx,4.16904493,"Riverine",Digital
4011,8033,R5UBFx,2.78312268,"Riverine",Digital
4012,8034,R5UBFx,2.84251238,"Riverine",Digital
4013,8035,R5UBFx,0.08697216,"Riverine",Digital
4014,8036,R5UBFx,0.77915834,"Riverine",Digital
4015,8037,R5UBFx,0.39558178,"Riverine",Digital
4016,8038,R5UBFx,0.07764702,"Riverine",Digital
4017,8039,R5UBH,0.02488921,"Riverine",Digital
4018,8040,R5UBH,0.01497544,"Riverine",Digital
4019,8041,R5UBH,0.01337262,"Riverine",Digital
4020,8042,R5UBH,2.62356604,"Riverine",Digital
4021,8043,R5UBH,0.04097401,"Riverine",Digital
4022,8044,R5UBH,0.0172968,"Riverine",Digital
4023,8045,R2UBHx,4.21862872,"Riverine",Digital
4024,8046,R2UBHx,9.41036999,"Riverine",Digital
4025,8047,R2UBHx,5.52819099,"Riverine",Digital
4026,8240,E1UBL,0.45175167,"Estuarine and Marine Deepwater",Digital
4027,8241,E1UBL,0.24737111,"Estuarine and Marine Deepwater",Digital
4028,8242,E2EM1N,0.00945449,"Estuarine and Marine Wetland",Digital
4029,8243,E2EM1N,0.01509099,"Estuarine and Marine Wetland",Digital
4030,8244,E2EM1N,0.02680385,"Estuarine and Marine Wetland",Digital
4031,8245,E2EM1N,0.14827966,"Estuarine and Marine Wetland",Digital
4032,8246,E2USN,0.01321176,"Estuarine and Marine Wetland",Digital
4033,8247,E2USN,0.04563878,"Estuarine and Marine Wetland",Digital
4034,8248,E2USN,0.02886949,"Estuarine and Marine Wetland",Digital
4035,8249,M1RF1L,1206.46619889,"Estuarine and Marine Deepwater",Digital
4036,8250,M2RS/ABN,3.49113412,"Estuarine and Marine Wetland",Digital
4037,8251,M2RS/ABN,2.04788884,"Estuarine and Marine Wetland",Digital
4038,8252,M2RS/ABN,0.04026347,"Estuarine and Marine Wetland",Digital
4039,8253,M2RSP,0.26889805,"Estuarine and Marine Wetland",Digital
4040,8254,M2RSP,2.35623572,"Estuarine and Marine Wetland",Digital
4041,8255,M2RSP,0.08784586,"Estuarine and Marine Wetland",Digital
4042,8256,M2USN,0.00994154,"Estuarine and Marine Wetland",Digital
4043,8257,M2USN,0.03825663,"Estuarine and Marine Wetland",Digital
4044,8258,M2USN,5.1065154,"Estuarine and Marine Wetland",Digital
4045,8259,PABHh,0.09424435,"Freshwater Pond",Digital
4046,8260,PEM1A,0.44316775,"Freshwater Emergent Wetland",Digital
4047,8261,PEM1A,0.22554639,"Freshwater Emergent Wetland",Digital
4048,8262,PEM1Ax,0.40965526,"Freshwater Emergent Wetland",Digital
4049,8263,PEM1Ax,1.8805166,"Freshwater Emergent Wetland",Digital
4050,8264,PEM1C,0.93467767,"Freshwater Emergent Wetland",Digital
4051,8265,PEM1C,0.57012505,"Freshwater Emergent Wetland",Digital
4052,8266,PEM1C,0.46557035,"Freshwater Emergent Wetland",Digital
4053,8267,PEM1C,0.26156347,"Freshwater Emergent Wetland",Digital
4054,8268,PEM1C,2.09797731,"Freshwater Emergent Wetland",Digital
4055,8269,PEM1C,2.0858799,"Freshwater Emergent Wetland",Digital
4056,8270,PEM1C,0.20229415,"Freshwater Emergent Wetland",Digital
4057,8271,PEM1C,0.83971246,"Freshwater Emergent Wetland",Digital
4058,8272,PEM1C,4.33054374,"Freshwater Emergent Wetland",Digital
4059,8273,PEM1C,0.48560915,"Freshwater Emergent Wetland",Digital
4060,8274,PEM1C,4.88807516,"Freshwater Emergent Wetland",Digital
4061,8275,PEM1C,3.84439626,"Freshwater Emergent Wetland",Digital
4062,8276,PEM1C,0.97432929,"Freshwater Emergent Wetland",Digital
4063,8277,PEM1Ch,1.19250927,"Freshwater Emergent Wetland",Digital
4064,8278,PEM1Ch,1.31906129,"Freshwater Emergent Wetland",Digital
4065,8279,PEM1Ch,2.43008763,"Freshwater Emergent Wetland",Digital
4066,8280,PEM1Ch,0.75383269,"Freshwater Emergent Wetland",Digital
4067,8281,PEM1Ch,1.39690102,"Freshwater Emergent Wetland",Digital
4068,8282,PEM1Ch,0.11839628,"Freshwater Emergent Wetland",Digital
4069,8283,PEM1Ch,4.9568064,"Freshwater Emergent Wetland",Digital
4070,8284,PEM1Ch,0.52425045,"Freshwater Emergent Wetland",Digital
4071,8285,PEM1Cx,1.06250123,"Freshwater Emergent Wetland",Digital
4072,8286,PEM1Cx,0.29062935,"Freshwater Emergent Wetland",Digital
4073,8287,PEM1Cx,0.67730499,"Freshwater Emergent Wetland",Digital
4074,8288,PEM1Cx,0.02052765,"Freshwater Emergent Wetland",Digital
4075,8289,PEM1Cx,0.08766366,"Freshwater Emergent Wetland",Digital
4076,8290,PEM1Cx,5.56384448,"Freshwater Emergent Wetland",Digital
4077,8291,PEM1Fh,2.79986842,"Freshwater Emergent Wetland",Digital
4078,8292,PEM1Fh,1.42020171,"Freshwater Emergent Wetland",Digital
4079,8293,PEM1Fh,0.04136808,"Freshwater Emergent Wetland",Digital
4080,8294,PFO1Ah,0.29467282,"Freshwater Forested/Shrub Wetland",Digital
4081,8295,PFO1Ah,0.27310191,"Freshwater Forested/Shrub Wetland",Digital
4082,8296,PFO1Ah,1.70814177,"Freshwater Forested/Shrub Wetland",Digital
4083,8297,PFO1Ah,1.40218697,"Freshwater Forested/Shrub Wetland",Digital
4084,8298,PFO1Ah,4.49177516,"Freshwater Forested/Shrub Wetland",Digital
4085,8299,PFO3C,8.15418419,"Freshwater Forested/Shrub Wetland",Digital
4086,8300,PFO3C,39.81235494,"Freshwater Forested/Shrub Wetland",Digital
4087,8301,PFO3C,5.88904563,"Freshwater Forested/Shrub Wetland",Digital
4088,8302,PFO3C,7.92698049,"Freshwater Forested/Shrub Wetland",Digital
4089,8303,PFO3C,5.49874827,"Freshwater Forested/Shrub Wetland",Digital
4090,8304,PFO3C,10.42944366,"Freshwater Forested/Shrub Wetland",Digital
4091,8305,PFO3C,8.84401398,"Freshwater Forested/Shrub Wetland",Digital
4092,8306,PFO3C,0.41908281,"Freshwater Forested/Shrub Wetland",Digital
4093,8307,PFO3C,0.50563869,"Freshwater Forested/Shrub Wetland",Digital
4094,8308,PFO3C,3.1545882,"Freshwater Forested/Shrub Wetland",Digital
4095,8309,PFO3C,0.81284235,"Freshwater Forested/Shrub Wetland",Digital
4096,8310,PFO3C,3.55343806,"Freshwater Forested/Shrub Wetland",Digital
4097,8311,PFO3C,3.00611491,"Freshwater Forested/Shrub Wetland",Digital
4098,8312,PFO3C,1.24613021,"Freshwater Forested/Shrub Wetland",Digital
4099,8313,PFO3C,1.77836234,"Freshwater Forested/Shrub Wetland",Digital
4100,8314,PFO3C,1.72431156,"Freshwater Forested/Shrub Wetland",Digital
4101,8315,PFO3C,1.10178063,"Freshwater Forested/Shrub Wetland",Digital
4102,8316,PFO3C,1.01709745,"Freshwater Forested/Shrub Wetland",Digital
4103,8317,PFO3C,2.68712644,"Freshwater Forested/Shrub Wetland",Digital
4104,8318,PFO3C,0.77994967,"Freshwater Forested/Shrub Wetland",Digital
4105,8319,PFO3C,3.69050429,"Freshwater Forested/Shrub Wetland",Digital
4106,8320,PFO3C,4.48565746,"Freshwater Forested/Shrub Wetland",Digital
4107,8321,PFO3C,24.88386058,"Freshwater Forested/Shrub Wetland",Digital
4108,8322,PFO3C,2.55366395,"Freshwater Forested/Shrub Wetland",Digital
4109,8323,PFO3C,3.83873524,"Freshwater Forested/Shrub Wetland",Digital
4110,8324,PFO3C,20.78180867,"Freshwater Forested/Shrub Wetland",Digital
4111,8325,PFO3C,17.44492556,"Freshwater Forested/Shrub Wetland",Digital
4112,8326,PFO3Cx,2.01817307,"Freshwater Forested/Shrub Wetland",Digital
4113,8327,PSS3A,14.65559842,"Freshwater Forested/Shrub Wetland",Digital
4114,8328,PSS3A,4.7084742,"Freshwater Forested/Shrub Wetland",Digital
4115,8329,PSS3A,0.64723154,"Freshwater Forested/Shrub Wetland",Digital
4116,8330,PSS3A,0.88025721,"Freshwater Forested/Shrub Wetland",Digital
4117,8331,PSS3A,9.8768562,"Freshwater Forested/Shrub Wetland",Digital
4118,8332,PSS3A,4.48259316,"Freshwater Forested/Shrub Wetland",Digital
4119,8333,PSS3A,1.67277708,"Freshwater Forested/Shrub Wetland",Digital
4120,8334,PSS3A,8.09981722,"Freshwater Forested/Shrub Wetland",Digital
4121,8335,PSS3A,0.67915083,"Freshwater Forested/Shrub Wetland",Digital
4122,8336,PSS3A,2.82282095,"Freshwater Forested/Shrub Wetland",Digital
4123,8337,PSS3Ax,1.21965493,"Freshwater Forested/Shrub Wetland",Digital
4124,8338,PSS3Ax,1.3310119,"Freshwater Forested/Shrub Wetland",Digital
4125,8339,PSS3C,4.5647958,"Freshwater Forested/Shrub Wetland",Digital
4126,8340,PSS3C,6.99999798,"Freshwater Forested/Shrub Wetland",Digital
4127,8341,PSS3C,2.09852821,"Freshwater Forested/Shrub Wetland",Digital
4128,8342,PSS3C,10.11262684,"Freshwater Forested/Shrub Wetland",Digital
4129,8343,PSS3C,21.07419402,"Freshwater Forested/Shrub Wetland",Digital
4130,8344,PSS3C,0.92851828,"Freshwater Forested/Shrub Wetland",Digital
4131,8345,PSS3C,6.27674404,"Freshwater Forested/Shrub Wetland",Digital
4132,8346,PSS3C,0.98189154,"Freshwater Forested/Shrub Wetland",Digital
4133,8347,PSS3C,0.70124435,"Freshwater Forested/Shrub Wetland",Digital
4134,8348,PSS3C,8.65452996,"Freshwater Forested/Shrub Wetland",Digital
4135,8349,PSS3C,0.90155357,"Freshwater Forested/Shrub Wetland",Digital
4136,8350,PSS3Ch,0.90405297,"Freshwater Forested/Shrub Wetland",Digital
4137,8351,PSSAx,2.18363538,"Freshwater Forested/Shrub Wetland",Digital
4138,8352,PUBFh,0.55755921,"Freshwater Pond",Digital
4139,8353,PUBHh,3.24124672,"Freshwater Pond",Digital
4140,8354,PUBHx,1.10068424,"Freshwater Pond",Digital
4141,8355,PUBHx,0.41235589,"Freshwater Pond",Digital
4142,8356,PUBHx,0.87707505,"Freshwater Pond",Digital
4143,8357,PUBHx,0.95098373,"Freshwater Pond",Digital
4144,8358,PUBHx,0.99401607,"Freshwater Pond",Digital
4145,8359,PUBHx,0.64570869,"Freshwater Pond",Digital
4146,8360,PUBHx,0.66494622,"Freshwater Pond",Digital
4147,8361,PUBHx,0.81153116,"Freshwater Pond",Digital
4148,8362,PUBHx,0.15338438,"Freshwater Pond",Digital
4149,8363,PUBHx,0.5081802,"Freshwater Pond",Digital
4150,8364,PUBHx,0.30195398,"Freshwater Pond",Digital
4151,8365,PUBHx,0.92048977,"Freshwater Pond",Digital
4152,8366,PUBHx,1.60740469,"Freshwater Pond",Digital
4153,8367,PUBHx,0.2879605,"Freshwater Pond",Digital
4154,8368,PUBHx,0.13772464,"Freshwater Pond",Digital
4155,8369,PUBHx,0.98092771,"Freshwater Pond",Digital
4156,8370,PUBHx,3.13246522,"Freshwater Pond",Digital
4157,8371,PUBHx,0.07742281,"Freshwater Pond",Digital
4158,8372,PUBHx,0.28608649,"Freshwater Pond",Digital
4159,8373,PUBHx,0.14876209,"Freshwater Pond",Digital
4160,8374,PUBHx,0.26617353,"Freshwater Pond",Digital
4161,8375,PUBHx,0.29591423,"Freshwater Pond",Digital
4162,8376,PUBHx,0.20416736,"Freshwater Pond",Digital
4163,8377,PUBHx,0.92443853,"Freshwater Pond",Digital
4164,8378,R4SBC,0.27564555,"Riverine",Digital
4165,8379,R4SBC,0.21218903,"Riverine",Digital
4166,8380,R4SBC,2.82470025,"Riverine",Digital
4167,8381,R4SBC,0.57193836,"Riverine",Digital
4168,8382,R4SBC,6.59205953,"Riverine",Digital
4169,8383,R4SBC,0.44654821,"Riverine",Digital
4170,8384,R4SBC,0.58188279,"Riverine",Digital
4171,8385,R4SBC,0.20537792,"Riverine",Digital
4172,8386,R4SBC,1.36784371,"Riverine",Digital
4173,8387,R4SBC,0.45756622,"Riverine",Digital
4174,8388,R4SBC,1.34390472,"Riverine",Digital
4175,8389,R4SBC,0.32369824,"Riverine",Digital
4176,8390,R4SBC,0.18096081,"Riverine",Digital
4177,8391,R4SBC,0.36985559,"Riverine",Digital
4178,8392,R4SBC,0.23362672,"Riverine",Digital
4179,8393,R4SBC,0.30046972,"Riverine",Digital
4180,8394,R4SBC,0.23363473,"Riverine",Digital
4181,8395,R4SBC,0.15160971,"Riverine",Digital
4182,8396,R4SBC,0.30430068,"Riverine",Digital
4183,8397,R4SBC,0.61839369,"Riverine",Digital
4184,8398,R4SBC,0.46105979,"Riverine",Digital
4185,8399,R4SBC,0.20524388,"Riverine",Digital
4186,8400,R4SBC,0.23638544,"Riverine",Digital
4187,8401,R4SBC,0.63363054,"Riverine",Digital
4188,8402,R4SBC,0.24030148,"Riverine",Digital
4189,8403,R4SBC,0.34364833,"Riverine",Digital
4190,8404,R4SBC,0.25975372,"Riverine",Digital
4191,8405,R4SBC,0.1531323,"Riverine",Digital
4192,8406,R4SBC,0.39437777,"Riverine",Digital
4193,8407,R4SBC,0.13633627,"Riverine",Digital
4194,8408,R4SBC,0.18357549,"Riverine",Digital
4195,8409,R4SBC,1.17503166,"Riverine",Digital
4196,8410,R4SBC,1.24301482,"Riverine",Digital
4197,8411,R4SBC,0.44470836,"Riverine",Digital
4198,8412,R4SBC,0.21018466,"Riverine",Digital
4199,8413,R4SBC,1.05276863,"Riverine",Digital
4200,8414,R4SBC,1.67272124,"Riverine",Digital
4201,8415,R4SBC,0.20761814,"Riverine",Digital
4202,8416,R4SBC,0.1575565,"Riverine",Digital
4203,8417,R4SBC,0.50659795,"Riverine",Digital
4204,8418,R4SBC,0.50475207,"Riverine",Digital
4205,8419,R4SBC,1.46008398,"Riverine",Digital
4206,8420,R4SBC,3.0208667,"Riverine",Digital
4207,8421,R4SBCx,0.41830351,"Riverine",Digital
4208,8422,R4SBCx,3.02350696,"Riverine",Digital
4209,8423,R4SBCx,0.41332526,"Riverine",Digital
4210,8424,R4SBCx,2.42803015,"Riverine",Digital
4211,8425,R4SBCx,6.711872,"Riverine",Digital
4212,8426,R4SBCx,0.76699456,"Riverine",Digital
4213,8427,R4SBCx,0.49005066,"Riverine",Digital
4214,8428,R4SBCx,1.98195254,"Riverine",Digital
4215,8429,R4SBCx,1.62372238,"Riverine",Digital
4216,8430,R4SBCx,3.90077676,"Riverine",Digital
4217,8431,R5UBFx,0.09210075,"Riverine",Digital
4218,8432,R5UBFx,6.36948705,"Riverine",Digital
4219,8433,R5UBFx,0.20073368,"Riverine",Digital
4220,8434,R5UBFx,0.60382297,"Riverine",Digital
4221,8435,R5UBFx,1.15374684,"Riverine",Digital
4222,8436,R5UBFx,0.55574363,"Riverine",Digital
4223,8437,R5UBFx,0.53053365,"Riverine",Digital
4224,8438,R5UBFx,0.6191411,"Riverine",Digital
4225,8439,R5UBFx,0.4083364,"Riverine",Digital
4226,8440,R5UBFx,0.67307425,"Riverine",Digital
4227,8441,R5UBFx,0.47242141,"Riverine",Digital
4228,8442,R5UBFx,0.67477564,"Riverine",Digital
4229,8443,R5UBFx,0.1886591,"Riverine",Digital
4230,8444,R5UBFx,1.67601157,"Riverine",Digital
4231,8445,R5UBFx,0.83948935,"Riverine",Digital
4232,8446,R5UBFx,0.66953974,"Riverine",Digital
4233,8447,R5UBFx,1.27833147,"Riverine",Digital
4234,8448,R5UBFx,3.52701355,"Riverine",Digital
4235,8449,R5UBFx,0.29456632,"Riverine",Digital
4236,8450,R5UBFx,1.94688905,"Riverine",Digital
4237,8451,R5UBFx,1.12791708,"Riverine",Digital
4238,8452,R5UBFx,0.08116737,"Riverine",Digital
4239,8453,R5UBFx,0.36490424,"Riverine",Digital
4240,8454,R5UBFx,4.40747668,"Riverine",Digital
4241,8455,R5UBFx,0.91630328,"Riverine",Digital
4242,8456,R5UBFx,1.78382626,"Riverine",Digital
4243,8457,R5UBFx,0.4899541,"Riverine",Digital
4244,8458,R5UBFx,0.17225304,"Riverine",Digital
4245,8459,R5UBFx,0.5330063,"Riverine",Digital
4246,8460,R5UBFx,0.35570182,"Riverine",Digital
4247,8461,R5UBH,0.83856696,"Riverine",Digital
4248,8462,R5UBH,0.17991811,"Riverine",Digital
4249,8463,R5UBH,0.06691706,"Riverine",Digital
4250,8464,R5UBH,0.02200752,"Riverine",Digital
4251,8465,R5UBH,0.10550038,"Riverine",Digital
4252,8466,R5UBH,0.00809546,"Riverine",Digital
4253,8467,R5UBH,0.00998014,"Riverine",Digital
4254,8468,R5UBH,0.03934532,"Riverine",Digital
4255,8469,R5UBH,0.42411557,"Riverine",Digital
4256,8470,R5UBH,0.52477943,"Riverine",Digital
4257,8471,R5UBH,0.00765865,"Riverine",Digital
4258,8472,R5UBH,0.00756449,"Riverine",Digital
4259,8473,R2UBH,2.57890301,"Riverine",Digital
4260,8732,E1UBL,0.27496697,"Estuarine and Marine Deepwater",Digital
4261,8733,E1UBL,6.88141524,"Estuarine and Marine Deepwater",Digital
4262,8734,E1UBL,0.1072706,"Estuarine and Marine Deepwater",Digital
4263,8735,E1UBL,0.36183446,"Estuarine and Marine Deepwater",Digital
4264,8736,E1UBLx,3.43937326,"Estuarine and Marine Deepwater",Digital
4265,8737,E1UBLx,6.71340905,"Estuarine and Marine Deepwater",Digital
4266,8738,E1UBLx,0.201639,"Estuarine and Marine Deepwater",Digital
4267,8739,E1UBLx,6.90299338,"Estuarine and Marine Deepwater",Digital
4268,8740,E2EM1N,0.03645352,"Estuarine and Marine Wetland",Digital
4269,8741,E2EM1N,0.04294803,"Estuarine and Marine Wetland",Digital
4270,8742,E2EM1N,0.04817977,"Estuarine and Marine Wetland",Digital
4271,8743,E2EM1N,0.06793688,"Estuarine and Marine Wetland",Digital
4272,8744,E2SS3Nx,0.04533581,"Estuarine and Marine Wetland",Digital
4273,8745,E2USN,0.07918734,"Estuarine and Marine Wetland",Digital
4274,8746,E2USN,0.06769162,"Estuarine and Marine Wetland",Digital
4275,8747,E2USN,0.03887197,"Estuarine and Marine Wetland",Digital
4276,8748,E2USNx,0.28825014,"Estuarine and Marine Wetland",Digital
4277,8749,E2USNx,0.32752337,"Estuarine and Marine Wetland",Digital
4278,8750,E2USNx,0.14737109,"Estuarine and Marine Wetland",Digital
4279,8751,E2USNx,0.09365752,"Estuarine and Marine Wetland",Digital
